OrderDate,Region,ProductCategory,CustomerSegment,UnitsSold,Revenue,Cost,Profit
2024-01-26,West,Product B,Online,28,4029.31,2940.82,1088.49
2024-01-26,West,Product C,Retail,1,391.27,213.56,177.71
2024-01-26,West,Product D,Online,23,5469.84,3186.83,2283.01
2024-01-27,North,Product A,Wholesale,14,2503.58,1645.03,858.55
2024-01-27,North,Product B,Online,41,9299.87,5459.49,3840.38
2024-01-27,North,Product C,Retail,12,4311.04,2407.56,1903.48
2024-01-27,North,Product D,Retail,43,16059.34,11760.76,4298.58
2024-01-27,South,Product A,Online,49,20834.89,16292.56,4542.33
2024-01-27,South,Product B,Wholesale,15,4318.61,2975.38,1343.23
2024-01-27,South,Product C,Wholesale,14,663.62,455.18,208.44
2024-01-27,South,Product D,Retail,29,9488.84,5490.67,3998.17
2024-01-27,East,Product A,Wholesale,5,347.94,245.17,102.77
2024-01-27,East,Product B,Online,20,9871.65,8270.38,1601.27
2024-01-27,East,Product C,Online,34,5953.49,5004.41,949.08
2024-01-27,East,Product D,Online,31,4402.86,3005.42,1397.44
2024-01-27,West,Product A,Wholesale,44,12121.01,6593.94,5527.07
2024-01-27,West,Product B,Online,45,4000.52,3316.18,684.34
2024-01-27,West,Product C,Retail,8,3884.46,2069.89,1814.57
2024-01-27,West,Product D,Online,32,4242.86,3552.0,690.86
2024-01-28,North,Product A,Online,34,11477.84,9670.32,1807.52
2024-01-28,North,Product B,Wholesale,10,284.08,166.32,117.76
2024-01-28,North,Product C,Online,8,3480.1,2676.13,803.97
2024-01-28,North,Product D,Retail,8,3214.76,2641.05,573.71
2024-01-28,South,Product A,Retail,19,8960.78,7073.58,1887.2
2024-01-28,South,Product B,Wholesale,41,2917.75,2130.67,787.08
2024-01-28,South,Product C,Retail,6,1036.16,832.3,203.86
2024-01-28,South,Product D,Online,48,18295.94,9727.38,8568.56
2024-01-28,East,Product A,Wholesale,41,2967.28,2159.23,808.05
2024-01-28,East,Product B,Wholesale,46,21358.9,13955.06,7403.84
2024-01-28,East,Product C,Retail,18,7944.98,4854.53,3090.45
2024-01-28,East,Product D,Online,11,2203.55,1330.73,872.82
2024-01-28,West,Product A,Wholesale,25,4440.57,3199.76,1240.81
2024-01-28,West,Product B,Retail,7,2033.15,1287.28,745.87
2024-01-28,West,Product C,Online,25,7657.83,5291.49,2366.34
2024-01-28,West,Product D,Wholesale,44,1189.77,839.35,350.42
2024-01-29,North,Product A,Online,14,4442.98,2942.24,1500.74
2024-01-29,North,Product B,Wholesale,21,9122.4,6218.55,2903.85
2024-01-29,North,Product C,Retail,28,904.63,560.36,344.27
2024-01-29,North,Product D,Online,34,9274.5,5436.01,3838.49
2024-01-29,South,Product A,Wholesale,43,16647.19,13060.47,3586.72
2024-01-29,South,Product B,Online,44,21060.66,10664.73,10395.93
2024-01-29,South,Product C,Online,43,1016.1,738.31,277.79
2024-01-29,South,Product D,Retail,25,8356.32,5289.77,3066.55
2024-01-29,East,Product A,Retail,13,2454.13,1314.18,1139.95
2024-01-29,East,Product B,Online,4,573.01,343.64,229.37
2024-01-29,East,Product C,Wholesale,29,11758.12,8097.89,3660.23
2024-01-29,East,Product D,Retail,36,13120.75,8396.84,4723.91
2024-01-29,West,Product A,Online,4,1660.49,1133.9,526.59
2024-01-29,West,Product B,Online,31,13408.11,10457.3,2950.81
2024-01-29,West,Product C,Retail,7,1132.14,880.46,251.68
2024-01-29,West,Product D,Wholesale,42,19341.89,12544.85,6797.04
2024-01-30,North,Product A,Retail,7,2880.92,1817.08,1063.84
2024-01-30,North,Product B,Wholesale,42,3104.06,1554.84,1549.22
2024-01-30,North,Product C,Retail,21,9332.8,5411.42,3921.38
2024-01-30,North,Product D,Retail,15,4699.06,3025.54,1673.52
2024-01-30,South,Product A,Wholesale,42,18984.47,11840.57,7143.9
2024-01-30,South,Product B,Online,27,10655.61,6352.68,4302.93
2024-01-30,South,Product C,Wholesale,36,8042.2,5900.1,2142.1
2024-01-30,South,Product D,Wholesale,19,6069.6,3994.52,2075.08
2024-01-30,East,Product A,Wholesale,5,503.23,381.4,121.83
2024-01-30,East,Product B,Retail,33,4093.16,2183.7,1909.46
2024-01-30,East,Product C,Online,15,1957.77,1120.17,837.6
2024-01-30,East,Product D,Retail,10,1433.04,1033.52,399.52
2024-01-30,West,Product A,Retail,25,12353.43,6766.64,5586.79
2024-01-30,West,Product B,Online,18,3853.31,2504.15,1349.16
2024-01-30,West,Product C,Wholesale,41,14447.14,12235.85,2211.29
2024-01-30,West,Product D,Online,19,5881.36,3634.85,2246.51
2024-01-31,North,Product A,Retail,45,2615.46,1386.14,1229.32
2024-01-31,North,Product B,Online,36,4035.47,2474.47,1561.0
2024-01-31,North,Product C,Retail,6,1142.39,598.95,543.44
2024-01-31,North,Product D,Retail,2,682.82,358.12,324.7
2024-01-31,South,Product A,Wholesale,8,3539.5,2576.07,963.43
2024-01-31,South,Product B,Wholesale,44,7729.93,4765.89,2964.04
2024-01-31,South,Product C,Retail,2,994.37,727.52,266.85
2024-01-31,South,Product D,Wholesale,35,12974.93,8600.07,4374.86
2024-01-31,East,Product A,Retail,44,2754.77,2304.59,450.18
2024-01-31,East,Product B,Wholesale,31,11851.99,6633.17,5218.82
2024-01-31,East,Product C,Retail,30,7085.34,5417.86,1667.48
2024-01-31,East,Product D,Wholesale,16,5426.52,4224.04,1202.48
2024-01-31,West,Product A,Wholesale,45,3488.31,2933.52,554.79
2024-01-31,West,Product B,Retail,5,1869.23,1437.46,431.77
2024-01-31,West,Product C,Wholesale,30,8101.79,5819.15,2282.64
2024-01-31,West,Product D,Wholesale,8,3060.24,1666.91,1393.33
2024-02-01,North,Product A,Online,34,1709.94,925.38,784.56
2024-02-01,North,Product B,Online,45,8678.95,4605.7,4073.25
2024-02-01,North,Product C,Wholesale,9,2382.01,1879.05,502.96
2024-02-01,North,Product D,Wholesale,23,10863.95,8752.74,2111.21
2024-02-01,South,Product A,Retail,35,13909.44,9751.99,4157.45
2024-02-01,South,Product B,Wholesale,42,10943.24,6992.87,3950.37
2024-02-01,South,Product C,Wholesale,18,5785.49,4258.16,1527.33
2024-02-01,South,Product D,Online,30,10988.48,6037.59,4950.89
2024-02-01,East,Product A,Wholesale,14,823.78,528.08,295.7
2024-02-01,East,Product B,Wholesale,27,9546.57,5929.71,3616.86
2024-02-01,East,Product C,Wholesale,10,4147.91,2266.35,1881.56
2024-02-01,East,Product D,Wholesale,33,15276.47,10242.44,5034.03
2024-02-01,West,Product A,Online,16,6193.74,3475.89,2717.85
2024-02-01,West,Product B,Retail,35,7397.54,4077.75,3319.79
2024-02-01,West,Product C,Retail,34,1792.57,912.48,880.09
2024-02-01,West,Product D,Retail,15,7234.43,5008.65,2225.78
2024-02-02,North,Product A,Online,31,8151.39,5329.62,2821.77
2024-02-02,North,Product B,Wholesale,6,120.96,61.23,59.73
2024-02-02,North,Product C,Online,23,2138.35,1115.09,1023.26
2024-02-02,North,Product D,Online,34,8183.94,4258.57,3925.37
2024-02-02,South,Product A,Online,31,10962.12,9255.18,1706.94
2024-02-02,South,Product B,Wholesale,9,794.52,431.01,363.51
2024-02-02,South,Product C,Retail,46,3151.09,2338.92,812.17
2024-02-02,South,Product D,Retail,4,1295.72,751.66,544.06
2024-02-02,East,Product A,Wholesale,39,4913.43,2755.52,2157.91
2024-02-02,East,Product B,Online,39,14339.22,11144.91,3194.31
2024-02-02,East,Product C,Wholesale,35,6878.36,4436.17,2442.19
2024-02-02,East,Product D,Wholesale,7,2604.94,2003.87,601.07
2024-02-02,West,Product A,Wholesale,2,168.45,108.9,59.55
2024-02-02,West,Product B,Online,15,4491.47,3316.24,1175.23
2024-02-02,West,Product C,Wholesale,5,616.48,310.86,305.62
2024-02-02,West,Product D,Retail,45,21978.87,17155.34,4823.53
2024-02-03,North,Product A,Online,32,8133.44,4379.11,3754.33
2024-02-03,North,Product B,Wholesale,21,8931.12,4772.16,4158.96
2024-02-03,North,Product C,Wholesale,4,1740.15,1018.37,721.78
2024-02-03,North,Product D,Retail,40,16365.17,11699.93,4665.24
2024-02-03,South,Product A,Retail,38,7917.26,6608.36,1308.9
2024-02-03,South,Product B,Retail,41,2830.3,2067.65,762.65
2024-02-03,South,Product C,Retail,1,408.26,215.05,193.21
2024-02-03,South,Product D,Retail,10,4665.53,2745.99,1919.54
2024-02-03,East,Product A,Online,28,9123.99,6667.57,2456.42
2024-02-03,East,Product B,Online,22,7163.23,5120.83,2042.4
2024-02-03,East,Product C,Retail,24,10645.93,5716.79,4929.14
2024-02-03,East,Product D,Retail,23,7969.71,4101.1,3868.61
2024-02-03,West,Product A,Online,23,8368.21,4395.23,3972.98
2024-02-03,West,Product B,Wholesale,24,889.78,603.27,286.51
2024-02-03,West,Product C,Online,31,5032.45,3132.18,1900.27
2024-02-03,West,Product D,Online,19,6411.7,3621.45,2790.25
2024-02-04,North,Product A,Wholesale,5,1419.08,1122.05,297.03
2024-02-04,North,Product B,Retail,38,2266.95,1541.82,725.13
2024-02-04,North,Product C,Retail,31,12263.38,7109.63,5153.75
2024-02-04,North,Product D,Wholesale,2,680.66,342.81,337.85
2024-02-04,South,Product A,Wholesale,4,1567.3,1136.87,430.43
2024-02-04,South,Product B,Wholesale,10,4033.83,2430.33,1603.5
2024-02-04,South,Product C,Wholesale,13,3894.32,2966.79,927.53
2024-02-04,South,Product D,Wholesale,11,450.92,242.95,207.97
2024-02-04,East,Product A,Wholesale,9,1787.76,1164.24,623.52
2024-02-04,East,Product B,Retail,25,2464.21,1468.24,995.97
2024-02-04,East,Product C,Retail,44,5050.58,4093.11,957.47
2024-02-04,East,Product D,Online,35,11980.44,7319.12,4661.32
2024-02-04,West,Product A,Retail,49,7058.31,4873.1,2185.21
2024-02-04,West,Product B,Wholesale,13,1639.44,1381.13,258.31
2024-02-04,West,Product C,Online,40,11510.01,6482.53,5027.48
2024-02-04,West,Product D,Retail,22,8393.66,4988.07,3405.59
2024-02-05,North,Product A,Online,13,1288.44,703.62,584.82
2024-02-05,North,Product B,Online,27,13048.08,8754.45,4293.63
2024-02-05,North,Product C,Retail,24,4424.26,2852.3,1571.96
2024-02-05,North,Product D,Online,33,8712.43,5263.54,3448.89
2024-02-05,South,Product A,Online,23,8065.29,6497.91,1567.38
2024-02-05,South,Product B,Wholesale,25,9633.46,5356.45,4277.01
2024-02-05,South,Product C,Online,16,6554.26,4978.61,1575.65
2024-02-05,South,Product D,Wholesale,1,153.39,87.11,66.28
2024-02-05,East,Product A,Wholesale,34,4009.86,2783.96,1225.9
2024-02-05,East,Product B,Retail,39,12292.39,9105.7,3186.69
2024-02-05,East,Product C,Wholesale,9,2574.26,1291.84,1282.42
2024-02-05,East,Product D,Wholesale,12,4535.43,2589.13,1946.3
2024-02-05,West,Product A,Online,20,3538.54,1953.67,1584.87
2024-02-05,West,Product B,Online,6,2644.75,2244.64,400.11
2024-02-05,West,Product C,Online,4,1466.38,1188.01,278.37
2024-02-05,West,Product D,Online,26,5406.24,3483.88,1922.36
2024-02-06,North,Product A,Retail,21,713.04,398.17,314.87
2024-02-06,North,Product B,Retail,45,2908.6,2053.1,855.5
2024-02-06,North,Product C,Wholesale,14,5141.28,2758.03,2383.25
2024-02-06,North,Product D,Wholesale,4,181.38,121.58,59.8
2024-02-06,South,Product A,Online,18,5562.54,2825.92,2736.62
2024-02-06,South,Product B,Retail,49,15950.26,8806.93,7143.33
2024-02-06,South,Product C,Online,12,4761.01,3559.75,1201.26
2024-02-06,South,Product D,Wholesale,36,9658.41,6317.27,3341.14
2024-02-06,East,Product A,Retail,49,11188.14,5941.02,5247.12
2024-02-06,East,Product B,Wholesale,28,10447.31,8874.17,1573.14
2024-02-06,East,Product C,Online,45,4647.17,3360.57,1286.6
2024-02-06,East,Product D,Online,27,9429.41,7985.71,1443.7
2024-02-06,West,Product A,Retail,39,11485.45,8105.5,3379.95
2024-02-06,West,Product B,Retail,10,1805.65,919.38,886.27
2024-02-06,West,Product C,Retail,30,12576.44,7490.21,5086.23
2024-02-06,West,Product D,Online,45,17803.77,9251.69,8552.08
2024-02-07,North,Product A,Retail,46,5899.95,3728.3,2171.65
2024-02-07,North,Product B,Retail,20,8105.38,5352.51,2752.87
2024-02-07,North,Product C,Online,36,3026.53,1598.65,1427.88
2024-02-07,North,Product D,Retail,39,10073.75,6577.13,3496.62
2024-02-07,South,Product A,Retail,36,13948.06,7749.79,6198.27
2024-02-07,South,Product B,Retail,31,14348.63,9545.01,4803.62
2024-02-07,South,Product C,Wholesale,30,4671.54,2408.68,2262.86
2024-02-07,South,Product D,Wholesale,28,4265.67,2544.32,1721.35
2024-02-07,East,Product A,Wholesale,10,1505.36,1152.79,352.57
2024-02-07,East,Product B,Retail,25,9820.53,5134.94,4685.59
2024-02-07,East,Product C,Wholesale,36,1300.84,678.95,621.89
2024-02-07,East,Product D,Retail,43,3734.02,2562.83,1171.19
2024-02-07,West,Product A,Wholesale,27,5041.57,4108.59,932.98
2024-02-07,West,Product B,Online,32,10835.81,9071.61,1764.2
2024-02-07,West,Product C,Wholesale,48,22544.39,11684.54,10859.85
2024-02-07,West,Product D,Online,37,18167.84,10715.13,7452.71
2024-02-08,North,Product A,Online,23,2647.0,1847.25,799.75
2024-02-08,North,Product B,Retail,25,11864.43,9949.21,1915.22
2024-02-08,North,Product C,Online,41,1253.65,942.75,310.9
2024-02-08,North,Product D,Retail,42,2631.02,1945.15,685.87
2024-02-08,South,Product A,Wholesale,17,8341.02,4834.4,3506.62
2024-02-08,South,Product B,Retail,43,2256.67,1687.41,569.26
2024-02-08,South,Product C,Retail,34,2013.76,1329.9,683.86
2024-02-08,South,Product D,Retail,10,995.72,827.44,168.28
2024-02-08,East,Product A,Online,2,133.66,107.15,26.51
2024-02-08,East,Product B,Wholesale,39,10990.48,5734.78,5255.7
2024-02-08,East,Product C,Retail,10,4894.7,3807.57,1087.13
2024-02-08,East,Product D,Online,32,4612.42,2572.1,2040.32
2024-02-08,West,Product A,Retail,4,1532.96,1045.15,487.81
2024-02-08,West,Product B,Online,15,6632.99,5337.58,1295.41
2024-02-08,West,Product C,Retail,41,11844.39,9034.37,2810.02
2024-02-08,West,Product D,Retail,2,102.6,67.96,34.64
2024-02-09,North,Product A,Online,42,10875.9,5839.44,5036.46
2024-02-09,North,Product B,Retail,25,5268.58,2806.53,2462.05
2024-02-09,North,Product C,Retail,11,1295.89,885.31,410.58
2024-02-09,North,Product D,Retail,36,5496.91,3349.39,2147.52
2024-02-09,South,Product A,Wholesale,47,5358.17,4361.2,996.97
2024-02-09,South,Product B,Wholesale,42,9863.68,6857.6,3006.08
2024-02-09,South,Product C,Online,7,2201.27,1380.38,820.89
2024-02-09,South,Product D,Retail,43,21159.88,11622.04,9537.84
2024-02-09,East,Product A,Online,8,3592.92,2619.25,973.67
2024-02-09,East,Product B,Wholesale,37,8560.14,6123.53,2436.61
2024-02-09,East,Product C,Wholesale,19,8427.64,6584.19,1843.45
2024-02-09,East,Product D,Retail,16,7911.03,5299.41,2611.62
2024-02-09,West,Product A,Wholesale,21,7729.87,4738.83,2991.04
2024-02-09,West,Product B,Retail,31,10383.27,5663.44,4719.83
2024-02-09,West,Product C,Wholesale,25,1616.37,824.8,791.57
2024-02-09,West,Product D,Retail,26,1510.99,1142.34,368.65
2024-02-10,North,Product A,Wholesale,28,12093.9,9513.94,2579.96
2024-02-10,North,Product B,Online,6,2165.5,1321.0,844.5
2024-02-10,North,Product C,Retail,2,828.77,547.6,281.17
2024-02-10,North,Product D,Wholesale,24,6173.33,4876.23,1297.1
2024-02-10,South,Product A,Wholesale,26,3569.36,1925.78,1643.58
2024-02-10,South,Product B,Retail,33,4459.61,2451.4,2008.21
2024-02-10,South,Product C,Online,47,5254.84,3756.28,1498.56
2024-02-10,South,Product D,Online,48,14259.83,10813.57,3446.26
2024-02-10,East,Product A,Retail,30,14699.11,10612.02,4087.09
2024-02-10,East,Product B,Online,16,1136.72,693.65,443.07
2024-02-10,East,Product C,Retail,39,3908.71,2850.81,1057.9
2024-02-10,East,Product D,Online,8,439.06,231.37,207.69
2024-02-10,West,Product A,Online,4,1743.46,1003.25,740.21
2024-02-10,West,Product B,Wholesale,21,754.55,457.54,297.01
2024-02-10,West,Product C,Retail,14,6352.24,3693.62,2658.62
2024-02-10,West,Product D,Online,35,1692.78,1378.93,313.85
2024-02-11,North,Product A,Online,33,14507.75,7254.83,7252.92
2024-02-11,North,Product B,Wholesale,27,5591.28,3538.31,2052.97
2024-02-11,North,Product C,Online,36,7314.25,3986.98,3327.27
2024-02-11,North,Product D,Retail,30,12153.9,8114.85,4039.05
2024-02-11,South,Product A,Wholesale,25,5557.33,2831.52,2725.81
2024-02-11,South,Product B,Wholesale,23,1867.09,1396.01,471.08
2024-02-11,South,Product C,Retail,3,1145.71,895.62,250.09
2024-02-11,South,Product D,Online,7,2227.72,1549.86,677.86
2024-02-11,East,Product A,Wholesale,19,8339.52,4498.36,3841.16
2024-02-11,East,Product B,Retail,36,2388.12,1396.25,991.87
2024-02-11,East,Product C,Retail,25,10394.42,5467.3,4927.12
2024-02-11,East,Product D,Wholesale,14,5274.26,2726.0,2548.26
2024-02-11,West,Product A,Online,41,7322.43,4533.62,2788.81
2024-02-11,West,Product B,Wholesale,16,2159.44,1680.27,479.17
2024-02-11,West,Product C,Wholesale,12,3596.97,3051.68,545.29
2024-02-11,West,Product D,Retail,21,5676.17,2964.52,2711.65
2024-02-12,North,Product A,Retail,3,763.26,578.66,184.6
2024-02-12,North,Product B,Retail,9,3070.95,2426.82,644.13
2024-02-12,North,Product C,Wholesale,8,2146.99,1396.94,750.05
2024-02-12,North,Product D,Online,12,2915.14,1597.89,1317.25
2024-02-12,South,Product A,Retail,26,2577.01,1442.36,1134.65
2024-02-12,South,Product B,Online,38,11552.56,8617.31,2935.25
2024-02-12,South,Product C,Retail,7,582.49,338.99,243.5
2024-02-12,South,Product D,Wholesale,3,999.2,832.02,167.18
2024-02-12,East,Product A,Online,27,10176.98,6891.78,3285.2
2024-02-12,East,Product B,Retail,38,2053.8,1209.76,844.04
2024-02-12,East,Product C,Online,12,3719.45,3040.96,678.49
2024-02-12,East,Product D,Retail,42,20426.1,12581.89,7844.21
2024-02-12,West,Product A,Retail,35,3994.44,2851.12,1143.32
2024-02-12,West,Product B,Wholesale,20,2387.13,1625.16,761.97
2024-02-12,West,Product C,Online,49,1160.26,669.09,491.17
2024-02-12,West,Product D,Retail,20,1437.05,888.96,548.09
2024-02-13,North,Product A,Wholesale,49,6119.35,3909.52,2209.83
2024-02-13,North,Product B,Retail,41,8633.26,4579.79,4053.47
2024-02-13,North,Product C,Online,17,1268.92,787.78,481.14
2024-02-13,North,Product D,Wholesale,41,1403.87,1033.81,370.06
2024-02-13,South,Product A,Retail,19,4489.44,3705.13,784.31
2024-02-13,South,Product B,Retail,1,207.14,156.48,50.66
2024-02-13,South,Product C,Retail,45,14030.75,8534.63,5496.12
2024-02-13,South,Product D,Retail,26,12439.16,9794.84,2644.32
2024-02-13,East,Product A,Online,27,567.27,426.1,141.17
2024-02-13,East,Product B,Wholesale,23,907.77,730.81,176.96
2024-02-13,East,Product C,Wholesale,2,678.68,529.45,149.23
2024-02-13,East,Product D,Retail,37,2889.4,1868.38,1021.02
2024-02-13,West,Product A,Retail,33,7063.16,4325.33,2737.83
2024-02-13,West,Product B,Wholesale,39,8505.28,6175.97,2329.31
2024-02-13,West,Product C,Wholesale,2,892.52,633.28,259.24
2024-02-13,West,Product D,Online,18,1559.85,843.11,716.74
2024-02-14,North,Product A,Retail,28,2869.64,2075.49,794.15
2024-02-14,North,Product B,Wholesale,2,548.79,433.63,115.16
2024-02-14,North,Product C,Online,40,16544.24,12295.83,4248.41
2024-02-14,North,Product D,Wholesale,43,10891.05,7645.73,3245.32
2024-02-14,South,Product A,Online,37,2924.54,2034.09,890.45
2024-02-14,South,Product B,Retail,25,9250.08,6736.85,2513.23
2024-02-14,South,Product C,Online,43,9733.78,7159.57,2574.21
2024-02-14,South,Product D,Wholesale,9,1503.27,1166.76,336.51
2024-02-14,East,Product A,Online,32,13272.41,10619.88,2652.53
2024-02-14,East,Product B,Wholesale,41,9301.79,5689.01,3612.78
2024-02-14,East,Product C,Wholesale,36,7510.59,5137.5,2373.09
2024-02-14,East,Product D,Retail,28,6346.31,3489.89,2856.42
2024-02-14,West,Product A,Wholesale,1,474.39,293.61,180.78
2024-02-14,West,Product B,Online,18,5862.84,3630.34,2232.5
2024-02-14,West,Product C,Wholesale,27,5848.79,3561.48,2287.31
2024-02-14,West,Product D,Wholesale,5,1374.6,1092.26,282.34
2024-02-15,North,Product A,Wholesale,1,70.52,39.39,31.13
2024-02-15,North,Product B,Online,5,648.37,546.0,102.37
2024-02-15,North,Product C,Wholesale,11,936.97,501.05,435.92
2024-02-15,North,Product D,Wholesale,43,8868.05,4930.71,3937.34
2024-02-15,South,Product A,Wholesale,6,2297.9,1517.72,780.18
2024-02-15,South,Product B,Wholesale,42,18985.68,10264.58,8721.1
2024-02-15,South,Product C,Wholesale,37,9158.35,6002.79,3155.56
2024-02-15,South,Product D,Online,9,4430.94,2662.74,1768.2
2024-02-15,East,Product A,Retail,17,3485.78,2158.17,1327.61
2024-02-15,East,Product B,Retail,37,9227.12,6332.48,2894.64
2024-02-15,East,Product C,Online,22,3047.34,2418.04,629.3
2024-02-15,East,Product D,Wholesale,42,17508.59,13099.14,4409.45
2024-02-15,West,Product A,Retail,49,12915.14,9519.56,3395.58
2024-02-15,West,Product B,Retail,44,18424.14,12725.36,5698.78
2024-02-15,West,Product C,Retail,28,8395.31,7135.17,1260.14
2024-02-15,West,Product D,Retail,47,19366.04,11088.18,8277.86
2024-02-16,North,Product A,Wholesale,17,6334.16,3833.25,2500.91
2024-02-16,North,Product B,Retail,24,7630.01,4352.61,3277.4
2024-02-16,North,Product C,Wholesale,8,311.52,207.61,103.91
2024-02-16,North,Product D,Wholesale,19,1587.24,1123.06,464.18
2024-02-16,South,Product A,Wholesale,11,2086.27,1377.9,708.37
2024-02-16,South,Product B,Retail,21,7938.27,5495.37,2442.9
2024-02-16,South,Product C,Wholesale,17,5894.97,3910.57,1984.4
2024-02-16,South,Product D,Wholesale,12,5824.94,4847.45,977.49
2024-02-16,East,Product A,Wholesale,48,3118.21,2382.68,735.53
2024-02-16,East,Product B,Online,36,5658.34,3231.64,2426.7
2024-02-16,East,Product C,Online,15,4661.44,3829.64,831.8
2024-02-16,East,Product D,Wholesale,17,7403.11,6242.74,1160.37
2024-02-16,West,Product A,Online,28,11681.85,8966.81,2715.04
2024-02-16,West,Product B,Retail,45,11192.04,9498.05,1693.99
2024-02-16,West,Product C,Online,17,5564.02,3363.18,2200.84
2024-02-16,West,Product D,Online,38,5430.31,2773.67,2656.64
2024-02-17,North,Product A,Wholesale,46,5794.06,4385.58,1408.48
2024-02-17,North,Product B,Online,32,14913.39,7616.15,7297.24
2024-02-17,North,Product C,Wholesale,10,845.29,511.22,334.07
2024-02-17,North,Product D,Retail,41,6305.99,3618.04,2687.95
2024-02-17,South,Product A,Wholesale,30,727.63,617.93,109.7
2024-02-17,South,Product B,Online,49,3092.38,1548.7,1543.68
2024-02-17,South,Product C,Online,1,184.06,132.8,51.26
2024-02-17,South,Product D,Retail,37,840.62,696.02,144.6
2024-02-17,East,Product A,Online,1,426.04,304.52,121.52
2024-02-17,East,Product B,Wholesale,9,3304.01,1976.18,1327.83
2024-02-17,East,Product C,Online,31,1602.23,996.73,605.5
2024-02-17,East,Product D,Wholesale,14,5711.34,4750.07,961.27
2024-02-17,West,Product A,Wholesale,45,21530.49,14703.21,6827.28
2024-02-17,West,Product B,Wholesale,40,2968.29,2358.98,609.31
2024-02-17,West,Product C,Online,2,109.99,70.5,39.49
2024-02-17,West,Product D,Online,31,4077.88,2440.01,1637.87
2024-02-18,North,Product A,Wholesale,14,1303.65,773.27,530.38
2024-02-18,North,Product B,Retail,29,8698.94,6913.75,1785.19
2024-02-18,North,Product C,Online,41,5135.31,2628.17,2507.14
2024-02-18,North,Product D,Retail,19,6288.1,3414.58,2873.52
2024-02-18,South,Product A,Wholesale,23,10030.95,6609.21,3421.74
2024-02-18,South,Product B,Wholesale,20,6953.13,4065.33,2887.8
2024-02-18,South,Product C,Retail,24,3820.46,2663.44,1157.02
2024-02-18,South,Product D,Online,23,8416.03,5390.52,3025.51
2024-02-18,East,Product A,Online,14,6206.99,4893.11,1313.88
2024-02-18,East,Product B,Retail,11,1653.77,1059.83,593.94
2024-02-18,East,Product C,Wholesale,31,3432.91,2657.26,775.65
2024-02-18,East,Product D,Wholesale,32,9755.94,7936.5,1819.44
2024-02-18,West,Product A,Retail,8,174.67,102.42,72.25
2024-02-18,West,Product B,Online,29,13537.95,10686.18,2851.77
2024-02-18,West,Product C,Wholesale,19,5532.66,4444.34,1088.32
2024-02-18,West,Product D,Wholesale,15,7089.48,4592.81,2496.67
2024-02-19,North,Product A,Retail,48,22532.84,16590.91,5941.93
2024-02-19,North,Product B,Online,23,5911.71,3757.94,2153.77
2024-02-19,North,Product C,Online,25,8946.29,4486.81,4459.48
2024-02-19,North,Product D,Retail,21,7607.5,5578.08,2029.42
2024-02-19,South,Product A,Online,24,9247.16,7700.76,1546.4
2024-02-19,South,Product B,Online,25,4076.63,2188.65,1887.98
2024-02-19,South,Product C,Retail,19,6254.64,3232.81,3021.83
2024-02-19,South,Product D,Online,48,9833.17,7896.4,1936.77
2024-02-19,East,Product A,Online,47,3443.65,2486.48,957.17
2024-02-19,East,Product B,Retail,44,940.85,753.28,187.57
2024-02-19,East,Product C,Wholesale,18,5129.88,3311.49,1818.39
2024-02-19,East,Product D,Wholesale,16,3170.52,2550.42,620.1
2024-02-19,West,Product A,Retail,22,2718.22,2003.97,714.25
2024-02-19,West,Product B,Online,45,7278.51,3987.24,3291.27
2024-02-19,West,Product C,Retail,36,13482.96,8230.94,5252.02
2024-02-19,West,Product D,Retail,28,10145.5,5780.15,4365.35
2024-02-20,North,Product A,Wholesale,43,8451.1,4397.38,4053.72
2024-02-20,North,Product B,Wholesale,10,2810.27,1503.36,1306.91
2024-02-20,North,Product C,Wholesale,46,6260.91,5126.9,1134.01
2024-02-20,North,Product D,Online,22,7931.08,6599.42,1331.66
2024-02-20,South,Product A,Wholesale,25,9334.41,5746.12,3588.29
2024-02-20,South,Product B,Wholesale,24,8830.35,7127.65,1702.7
2024-02-20,South,Product C,Online,26,8975.73,5467.59,3508.14
2024-02-20,South,Product D,Online,17,4593.78,3866.15,727.63
2024-02-20,East,Product A,Wholesale,42,16366.39,12806.77,3559.62
2024-02-20,East,Product B,Retail,37,5456.75,2761.9,2694.85
2024-02-20,East,Product C,Retail,25,9777.7,6661.41,3116.29
2024-02-20,East,Product D,Retail,12,247.8,149.9,97.9
2024-02-20,West,Product A,Online,7,3094.3,2278.81,815.49
2024-02-20,West,Product B,Retail,8,3167.48,2448.88,718.6
2024-02-20,West,Product C,Retail,22,2048.58,1669.2,379.38
2024-02-20,West,Product D,Retail,41,19267.61,13702.2,5565.41
2024-02-21,North,Product A,Wholesale,15,729.96,536.58,193.38
2024-02-21,North,Product B,Wholesale,40,18900.31,14644.27,4256.04
2024-02-21,North,Product C,Retail,11,5303.42,2792.05,2511.37
2024-02-21,North,Product D,Wholesale,17,2179.11,1238.91,940.2
2024-02-21,South,Product A,Online,26,11092.99,6770.07,4322.92
2024-02-21,South,Product B,Online,11,5403.13,3698.67,1704.46
2024-02-21,South,Product C,Retail,31,10651.06,6294.42,4356.64
2024-02-21,South,Product D,Retail,47,21638.48,13019.37,8619.11
2024-02-21,East,Product A,Wholesale,47,2307.79,1711.23,596.56
2024-02-21,East,Product B,Retail,49,22867.87,15414.3,7453.57
